paragraphId,chapterTitle,subChapterTitle,content,,dataType
AR5,Appendix A: Application Requirements,"Disclosure requirement related to ESRS 2 IRO-1 - Description of the processes to identify and assess material resource use and circular economy-related impacts, risks and opportunities","In Phase 3, to assess its material risks and opportunities based on the results of Phases 1 and 2, the undertaking may:\n (a) identify transition risks and opportunities in its own operations and its upstream and downstream value chain, including the risk of staying in a business-as-usual scenario:\n (ai) policy and legal, e.g., bans on the extraction and use of non-renewable resources, regulations on waste treatment;\n (aii) technology, e.g., introduction on the market of new technologies to replace existing use of products and materials;\n (aiii) market, e.g., shifting supply, demand and financing; iv. reputation, e.g. changing societal, customer or community perceptions.\n (b) identify physical risks including depletion of stock and use of virgin and non-virgin renewable resources, and of non-renewable resources;\n (c) identify opportunities categorised by:\n (ci) resource efficiency: e.g., transition to more efficient services and processes requiring less resources, eco-design for longevity, repair, reuse, recycle, byproducts, take-back systems, decoupling activity from extraction of materials, intensifying circular material use, creation of a system that allows for dematerialization (e.g., digitisation, improving utilisation rates, weight reduction); practices to ensure products and materials are collected, sorted, and reused, repaired, refurbished, remanufactured;\n (ciii) financing: e.g., access to green funds, bonds or loans;\n (civ) resilience: e.g., diversification of resources and business activities (e.g., start a new business unit to recycle new materials), investing in green infrastructures, adopting recycling and circularity mechanisms that reduce the dependencies, capability of the undertaking to safeguard future stocks and flows of resources; and\n (v) reputation.",,
AR6,Appendix A: Application Requirements,"Disclosure requirement related to ESRS 2 IRO-1 - Description of the processes to identify and assess material resource use and circular economy-related impacts, risks and opportunities","The undertaking may consider the following methodologies to assess its impacts, risks and opportunities in its own operations and along its upstream and downstream value chain:\n (a) Commission Recommendation 2021/2279 on the use of the Environmental Footprint methods to measure and communicate the life cycle environmental performance of products and organizations (Annex I - Product Environmental Footprint; Annex III - Organisation Environmental Footprint); and\n (b) Material Flow Analysis (MFA) from the European Environment Agency.",,
AR7,Appendix A: Application Requirements,"Disclosure requirement related to ESRS 2 IRO-1 - Description of the processes to identify and assess material resource use and circular economy-related impacts, risks and opportunities","When providing information on the outcome of the materiality assessment, the undertaking shall consider:\n (a) a list of business units associated to resource use and circular economy material impacts, risks and opportunities in the context of the products and services of the undertaking and the waste it generates;\n (b) a list and prioritisation of the material resources used by the undertaking;\n (c) the material impacts and risks of staying in business as usual;\n (d) the material opportunities related to a circular economy;\n (e) the material impacts and risks of a transition to a circular economy; and\n (f) the stages of the value chain where resource use, risks and negative impacts are concentrated.",,narrative
AR8,Appendix A: Application Requirements,Disclosure Requirement E5-1 - Policies related to resource use and circular economy,The policies described under this Disclosure Requirement may be integrated in broader environmental or sustainability policies covering different subtopics.,,
AR9,Appendix A: Application Requirements,Disclosure Requirement E5-1 - Policies related to resource use and circular economy,"When providing information on its policies, the undertaking shall consider whether and how its policies address:\n (a) the waste hierarchy: (a) prevention; (b) preparing for re-use; (c) recycling; (d) other recovery, e.g., energy recovery; and (e) disposal. In this context, the waste treatment cannot be considered as a recovery;\n (b) the prioritisation of the avoidance or minimisation waste (Re-use, Repair, Refurbish, Remanufacture and Repurpose) over waste treatment (Recycling). The concepts of eco-design4 , waste as a resource or post- consumer waste (at the end of a consumerproduct lifecycle), should also be taken into consideration.",,narrative
AR10,Appendix A: Application Requirements,Disclosure Requirement E5-1 - Policies related to resource use and circular economy,"When defining its policies, the undertaking may consider the Paper on “Categorisation system for the circular economy”, which describes circular design and production models, circular use models, circular value recovery models and circular support along the principles of the nine circular economy “R” strategies or principles: refuse, rethink, reduce, re-use, repair, refurbish, remanufacture, repurpose and recycle.",,
AR11,Appendix A: Application Requirements,Disclosure Requirement E5-2 - Actions and resources in relation to resource use and circular economy,"When providing information under paragraph 17 and considering that resources are shared and that circular economy strategies may require collective actions, the undertaking may specify the actions taken to engage with its upstream and downstream value chain and/or its local network on the development of collaborations or initiatives increasing the circularity of products and materials.",,narrative
AR12,Appendix A: Application Requirements,Disclosure Requirement E5-2 - Actions and resources in relation to resource use and circular economy,"In particular, the undertaking may specify the following:\n (a) how it contributes to circular economy, including for instance smart waste collection systems;\n (b) the other stakeholders involved in the collective actions: competitors, suppliers, retailers, customers, other business partners, local communities and authorities, government agencies;\n (c) a description of the organisation of the collaboration or initiative, including the specific contribution of the undertaking and the roles of the different stakeholders in the project.",,narrative
AR13,Appendix A: Application Requirements,Disclosure Requirement E5-2 - Actions and resources in relation to resource use and circular economy,The actions may cover the undertaking’s own operations and/or its upstream and downstream value chain.,,
AR14,Appendix A: Application Requirements,Disclosure Requirement E5-3 - Targets related to resource use and circular economy,"If the undertaking refers to ecological thresholds to set targets, it may refer to the guidance provided by the Science-Based Targets Initiative for Nature (SBTN) in its interim guidance (Initial Guidance for Business, September 2020) or any other guidance with a scientifically acknowledged methodology that allows to set science-based targets by identifying ecological thresholds and, if applicable, organisation-specific allocations. Ecological thresholds can be local, national and/or global.",,
AR15,Appendix A: Application Requirements,Disclosure Requirement E5-3 - Targets related to resource use and circular economy,"When providing information on targets, the undertaking shall prioritise targets in absolute value.",,
AR16,Appendix A: Application Requirements,Disclosure Requirement E5-3 - Targets related to resource use and circular economy,"When providing information targets according to paragraph 24, the undertaking shall consider the production phase, the use phase, and the end of functional life of products and materials.",,
AR17,Appendix A: Application Requirements,Disclosure Requirement E5-3 - Targets related to resource use and circular economy,"When providing information on targets related to virgin renewable raw material under paragraph 24(c), the undertaking shall consider how those targets may impact biodiversity loss, also in light of ESRS E4",,
AR18,Appendix A: Application Requirements,Disclosure Requirement E5-3 - Targets related to resource use and circular economy,"The undertaking may disclose other targets under paragraph 24(f) including in relation to sustainable sourcing. If so, the undertaking shall explain the definition of sustainable sourcing it has adopted and how it relates to the objective set out in paragraph 22",,
AR19,Appendix A: Application Requirements,Disclosure Requirement E5-3 - Targets related to resource use and circular economy,The targets may cover the undertaking’s own operations and/or its upstream and downstream value chain.,,
AR20,Appendix A: Application Requirements,Disclosure Requirement E5-3 - Targets related to resource use and circular economy,"The undertaking may specify whether the target addresses shortcomings related to the Substantial Contribution criteria for Circular Economy as defined in the delegated acts adopted pursuant to Article 13(2) of Regulation (EU) 2020/852. Where the Do No Significant Harm (DNSH) criteria for Circular Economy as defined in delegated acts adopted pursuant to Article 10(3), Article 11(3), Article 12(2), Article 14(2), and Article 15(2) of Regulation (EU) 2020/852 are not met, the undertaking may specify whether the target addresses shortcomings related those DNSH criteria.",,
AR21,Appendix A: Application Requirements,Disclosure Requirement E5-4 - Resource inflows,"Resource inflows may cover the following categories: IT equipment, textiles, furniture, buildings, heavy machinery, mid-weight machinery, light machinery, heavy transport, midweight transport, light transport and warehousing equipment. With regard to materials, resource inflow indicators include raw materials, associated process materials, and semimanufactured goods or parts.",,
AR22,Appendix A: Application Requirements,Disclosure Requirement E5-4 - Resource inflows,"When the undertaking is subject to paragraph 31, it may also provide transparency on the materials that are sourced from by-products/waste stream (e.g., offcuts of a material that has not previously been in a product).",,narrative
AR23,Appendix A: Application Requirements,Disclosure Requirement E5-4 - Resource inflows,The denominator of the percentage indicator required under paragraphs 31(b) and 31(c) is the overall total weight of materials used during the reporting period.,,
AR24,Appendix A: Application Requirements,Disclosure Requirement E5-4 - Resource inflows,"The reported usage data are to reflect the material in its original state, and not to be presented with further data manipulation, such as reporting it as “dry weight”.",,
AR25,Appendix A: Application Requirements,Disclosure Requirement E5-4 - Resource inflows,"In cases where there is an overlap between categories of reused, recycled, the undertaking shall specify how double counting was avoided and the choices that were made.",,narrative
AR26,Appendix A: Application Requirements,Disclosure Requirement E5-5 - Resource outflows,Products and materials information to be provided under paragraph 35 refers to all materials and products that come out of the undertaking’s production process and that a company puts on the market (including packaging).,,
AR27,Appendix A: Application Requirements,Disclosure Requirement E5-5 - Resource outflows,"When compiling the rate, the undertaking shall use as denominator the overall total weight of materials used during the reporting period.",,
AR28,Appendix A: Application Requirements,Disclosure Requirement E5-5 - Resource outflows,"The undertaking may disclose its engagement in product end-of-life waste management, for example through extended producer responsibility schemes or take-back schemes.",,narrative
AR29,Appendix A: Application Requirements,Disclosure Requirement E5-5 - Resource outflows,"Type of waste is to be understood as hazardous waste or non-hazardous waste. Some specific waste, such as radioactive waste, may also be presented as a separate type.",,
AR30,Appendix A: Application Requirements,Disclosure Requirement E5-5 - Resource outflows,"When considering the waste streams relevant to its sectors or activities, the undertaking may consider the list of waste descriptions from the European Waste Catalogue.",,
AR31,Appendix A: Application Requirements,Disclosure Requirement E5-5 - Resource outflows,Examples of other types of recovery operations under paragraph 37(b)iii may be found in Annex II of Directive 2008/98/EC (Waste Framework Directive).,,
AR32,Appendix A: Application Requirements,Disclosure Requirement E5-5 - Resource outflows,Examples of other types of disposal operations under paragraph 37(c)iii may be found in Annex I of Directive 2008/98/EC (Waste Framework Directive).,,
AR33,Appendix A: Application Requirements,Disclosure Requirement E5-5 - Resource outflows,"When providing contextual information under paragraph 40 the undertaking may:\n (a) explain the reasons for high weights of waste directed to disposal (e.g., local regulations that prohibit landfill of specific types of waste);\n (b) describe sector practices, sector standards, or external regulations that mandate a specific disposal operation; and\n (c) specify whether the data has been modelled or sourced from direct measurements, such as waste transfer notes from contracted waste collectors.",,
AR34,Appendix A: Application Requirements,Disclosure Requirement E5-6 - Anticipated financial effects from material resource use and circular economy-related risks and opportunities,"When providing information under paragraph 42(b), the undertaking may illustrate and describe how it intends to strengthen value retention.",,
AR35,Appendix A: Application Requirements,Disclosure Requirement E5-6 - Anticipated financial effects from material resource use and circular economy-related risks and opportunities,"The undertaking may include an assessment of its related products and services at risk over the short-, medium- and long-term, explaining how these are defined, how financial amounts are estimated, and which critical assumptions are made.",,narrative
AR36,Appendix A: Application Requirements,Disclosure Requirement E5-6 - Anticipated financial effects from material resource use and circular economy-related risks and opportunities,The quantification of the anticipated financial effects in monetary terms under paragraph 43(a) may be a range.,,
