paragraphId,chapterTitle,subChapterTitle,content,,dataType
AR13,Appendix A: Application Requirements,"Disclosure Requirement related to ESRS 2 IRO-1 – Description of the processes to identify and assess material water and marine resources-related impacts, risks and opportunities","In Phase 3, to assess its material risks and opportunities based on the results of Phases 1 and 2, the undertaking may :\n (a) identify transition risks and opportunities in its own operations and its value chain by the categories of:\n (ai) policy and legal: e.g., introduction of regulation or policy (e.g., changes such as increased water protection, increased quality of water regulations, regulation of flows of water supply), ineffective governance of water bodies or marine resources, in particular across boundaries (e.g., transboundary governance and cooperation) resulting in water or oceans degradation, exposure to sanctions and litigation (e.g., non-respect of permits or allocations; negligence towards or killing of threatened marine species), enhanced reporting obligations on marine ecosystems and related services;\n (aii) technology: e.g., substitution of products or services by products or services with a lower impact on water and marine resources, transition to more efficient and cleaner technologies (i.e., with lower impacts on oceans and water), new monitoring technologies (e.g., satellite), water purification, flood protection;\n (aiii) market: e.g., shifting supply, demand and financing, volatility or increased costs of water or marine resources;\n (aiv) reputation: e.g., changing societal, customer or community perceptions as a result of an organisation’s impact on water and marine resources; and\n (av) contribution to systemic risks via its own operations and its upstream and downstream value chain, including the risks that a marine ecosystem collapses or the risks that a critical natural system no longer functions (e.g., tipping points are reached, summing physical risks);\n (b) identify physical risk including water quantity (water scarcity, water stress), water quality, infrastructure decay or unavailability of some marine resources-related commodities (e.g. the rarefaction of some species of fish or other underwater marine living organisms sold as products by the undertaking) leading for instance to the impossibility of running operations in certain geographical areas; (c) identify opportunities categorised by:\n (bi) resource efficiency: e.g., transition to more efficient services and processes requiring less water and marine resources;\n (bii) markets: e.g., development of less resource-intense products and services, diversification of business activities;\n (biii) financing: e.g., access to green funds, bonds or loans;\n (biv) resilience: e.g., diversification of marine or water resources and business activities (e.g., starting a new business unit on ecosystem restoration), investing in green infrastructures, nature-based solutions, adopting recycling and circularity mechanisms that reduce the dependencies on water or marine resources; and\n (bv) reputation: positive stakeholder engagement as a result of a proactive stance on managing nature-related risks (e.g., leading to preferred partner status)",,
AR14,Appendix A: Application Requirements,"Disclosure Requirement related to ESRS 2 IRO-1 – Description of the processes to identify and assess material water and marine resources-related impacts, risks and opportunities","The undertaking may rely on primary, secondary or modelled data collection or other relevant approaches to assess material impacts, dependencies, risks and opportunities, including Commission Recommendation 2021/2279 on the use of the Environmental Footprint methods to measure and communicate the life cycle environmental performance of products and organisations (Annex I – Product Environmental Footprint; Annex III – Organisation Environmental Footprint).",,
AR15,Appendix A: Application Requirements,"Disclosure Requirement related to ESRS 2 IRO-1 – Description of the processes to identify and assess material water and marine resources-related impacts, risks and opportunities","When providing information on the outcome of the materiality assessment, the undertaking shall consider:\n (a) a list of geographical areas where water is a material issue for the undertaking’s own operations and its upstream and downstream value chain;\n (b) a list of marine resources-related commodities used by the undertaking which are material to the good environmental status of marine waters as well as for the protection of marine resources; and\n (c) a list of sectors or segments associated with water and marine resources material impacts, risks and opportunities.",,
AR16,Appendix A: Application Requirements,Disclosure Requirement E3-1 – Policies related to water and marine resources,The policies described under this Disclosure Requirement may be integrated in broader environmental or sustainability policies covering different subtopics.,,
AR17,Appendix A: Application Requirements,Disclosure Requirement E3-1 – Policies related to water and marine resources,"When disclosing information under paragraph 9, the undertaking may disclose whether its policies :\n (a) prevent further deterioration and protect and enhance the status of water bodies and aquatic ecosystems;\n (b) promote sustainable water use based on a long-term protection of available water resources;\n (c) aim at enhanced protection and improvement of the aquatic environment;\n (d) promote a good environmental status of marine water; and\n (e) promote reduction of water withdrawals and water discharges.",,
AR18,Appendix A: Application Requirements,Disclosure Requirement E3-1 – Policies related to water and marine resources,"The undertaking may also disclose information about policies which:\n (a) contribute to good ecological and chemical quality of surface water bodies and good chemical quality and quantity of groundwater bodies, in order to protect human health, water supply, natural ecosystems and biodiversity, the good environmental status of marine waters and the protection of the resource base upon which marine related activities depend;\n (b) minimise material impacts and risks and implement mitigation measures that aim to maintain the value and functionality of priority services and to increase resource efficiency on own operations; and (c) avoid impacts on affected communities",,semi-narrative
AR19,Appendix A: Application Requirements,Disclosure Requirement E3-2 – Actions and resources related to water and marine resources policies,"When disclosing information required under paragraph 15, the undertaking shall consider the actions, or action plans, contributing to address the material impacts, risks and opportunities identified. Useful guidance is provided by the Alliance for Water Stewardship (AWS).",,
AR20,Appendix A: Application Requirements,Disclosure Requirement E3-2 – Actions and resources related to water and marine resources policies,"Considering that water and marine resources are shared resources which may require collective actions, or action plans, involving other stakeholders, the undertaking may provide information on those specific collective actions, including information on other parties (competitors, suppliers, retailers, customers, other business partners, local communities and authorities, government agencies…) and specific information on the project, its specific contribution, its sponsors and other participants.",,narrative
AR21,Appendix A: Application Requirements,Disclosure Requirement E3-2 – Actions and resources related to water and marine resources policies,"When providing information on capital expenditures, the undertaking may consider expenditures related, for example, to stormwater drain rehabilitation, pipelines, or machinery used to manufacture new low water-use products.",,
AR22,Appendix A: Application Requirements,Disclosure Requirement E3-3 – Targets related to water and marine resources,"If the undertaking refers to ecological thresholds when setting targets, it may refer to the guidance provided by the Science-Based Targets Initiative for Nature (SBTN) in its interim guidance (Initial Guidance for Business, September 2020). It may also refer to any other guidance with a scientifically acknowledged methodology that enables the setting of sciencebased targets by identifying ecological thresholds and, if applicable, organisationspecific allocations. Ecological thresholds can be local, national and/or global.",,
AR23,Appendix A: Application Requirements,Disclosure Requirement E3-3 – Targets related to water and marine resources,The undertaking may provide targets relating to:\n (a) the reduction of water withdrawals; and\n (b) the reduction of water discharges.,,semi-narrative
AR24,Appendix A: Application Requirements,Disclosure Requirement E3-3 – Targets related to water and marine resources,"If the undertaking provides targets on withdrawals, it may include water withdrawal from polluted soils and aquifers, and water withdrawn and treated for remediation purposes.",,
AR25,Appendix A: Application Requirements,Disclosure Requirement E3-3 – Targets related to water and marine resources,"If the undertaking provides targets on discharges, it may include water discharges to groundwater such as reinjection to aquifers, or water returning to a groundwater source via a soakaway or a swale.",,
AR26,Appendix A: Application Requirements,Disclosure Requirement E3-3 – Targets related to water and marine resources,The targets may cover its own operations and/or its upstream and downstream value chain,,
AR27,Appendix A: Application Requirements,Disclosure Requirement E3-3 – Targets related to water and marine resources,"The undertaking may specify whether the target addresses shortcomings related to the Substantial Contribution criteria for Water and Marine Resources as defined in the Commission delegated acts adopted pursuant to Article 12(2) of Regulation (EU) 2020/852. Where the Do No Significant Harm (DNSH) criteria for Water and Marine Resources as defined in delegated acts adopted pursuant to Article 10(3), Article 11(3), Article 13(2), Article 14(2), and Article 15(2) of Regulation (EU) 2020/852 are not met, the undertaking may specify whether the target addresses shortcomings related those DNSH criteria.",,
AR28,Appendix A: Application Requirements,Disclosure Requirement E3-4 – Water consumption,"The undertaking may operate in various areas at water risk. When disclosing information under paragraph 28 (b), the undertaking shall include such information only for those areas that have been identified as material in accordance with ESRS2 IRO-1 and ESRS2 SBM-3",,
AR29,Appendix A: Application Requirements,Disclosure Requirement E3-4 – Water consumption,"When disclosing contextual information on water consumption performance required by paragraph 26, the undertaking shall explain the calculation methodologies and more specifically the share of the measure obtained from direct measurement, from sampling and extrapolation, or from best estimates.",,
AR30,Appendix A: Application Requirements,Disclosure Requirement E3-4 – Water consumption,"The undertaking may provide information on other breakdowns (i.e., per sector or segments).",,Table/Volume
AR31,Appendix A: Application Requirements,Disclosure Requirement E3-4 – Water consumption,When disclosing information required by paragraph 29 the undertaking may provide additional intensity ratios based on other denominators.,,Percent
AR32,Appendix A: Application Requirements,Disclosure Requirement E3-4 – Water consumption,The undertaking may also provide information on its water withdrawals and water,,Volume
AR33,Appendix A: Application Requirements,Disclosure Requirement E3-5 – Anticipated financial effects from material water and marine resources-related risks and opportunities,"The undertaking may include an assessment of its related products and services at risk over the short-, medium- and long-term, explaining how these are defined, how financial amounts are estimated, and which critical assumptions are made.",,narrative
AR34,Appendix A: Application Requirements,Disclosure Requirement E3-5 – Anticipated financial effects from material water and marine resources-related risks and opportunities,The quantification of the anticipated financial effects in monetary terms under paragraph 39(a) may be a single amount or a range.,,
