paragraphId,chapterTitle,subChapterTitle,content,,dataType
AR34,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"The undertaking may disclose whether any initiatives or processes whose primary aim is to deliver positive impacts for consumers and/or end-users are designed to also support the achievement of one or more of the UN Sustainable Development Goals (SDGs). For example, through a commitment to advance UN SDG 3 to “ensure healthy lives and promote well-being for all at all ages” the undertaking may be actively working to make its products less addictive and harmful to physical and psychological health.",,narrative
AR35,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"When disclosing the intended positive outcomes of its actions for consumers and/or endusers a distinction is to be made between evidence of certain activities having occurred (for example, that x number of consumers have received information about healthy eating habits) from evidence of actual outcomes for consumers and/or end-users (for example, that x number of consumers have adopted healthier eating habits).",,semi-narrative
AR36,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"When disclosing whether initiatives or processes also play a role in mitigating material negative impacts, the undertaking may, for example, consider programmes that aim to support heightened awareness of the risk of online scams, leading to a reduction in the number of cases of end-users experiencing breaches of data privacy.",,narrative
AR37,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"When disclosing the material risks and opportunities related to the undertaking’s impacts or dependencies on consumers and/or end-users, the undertaking may consider the following:\n (a) risks related to the undertaking’s impacts on consumers and/or end-users may include reputational or legal exposure where poorly designed or defective products result in injuries or deaths;\n (b) risks related to the undertaking’s dependencies on consumers and/or end-users may include the loss of business continuity where an economic crisis makes consumers unable to afford certain products or services;\n (c) business opportunities related to the undertaking’s impacts on consumers and/or endusers may include market differentiation and greater customer appeal from offering safe products or privacy-respecting services; and\n (d) business opportunities related to the undertaking’s dependencies on consumers and/or end-users may include the achievement of a loyal future consumer base by ensuring, for example, that LGBTQI people are respected and that the undertaking’s selling practices do not exclude such people from the products or services it offers.",,
AR38,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"When disclosing whether dependencies turn into risks, the undertaking shall consider external developments.",,
AR39,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"When disclosing policies, action and resources and targets related to the management of material risks and opportunities, in cases where risks and opportunities arise from a material impact, the undertaking may cross-reference its disclosures on policies, action and resources and targets in relation to that impact.",,
AR40,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,The undertaking shall consider the extent to which its processes to manage material risks related to consumers and/or end-users are integrated into its existing risk management processes and how.,,
AR41,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Application Requirements,"When disclosing the resources allocated to the management of material impacts, the undertaking may disclose which internal functions are involved in managing the impacts and what types of action they take to address negative and advance positive impacts.",,narrative
38,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",,The undertaking shall disclose the time-bound and outcome-oriented targets it may have set related to:\n (a) reducing negative impacts on consumers and/or end-users; and/or\n (b) advancing positive impacts on consumers and/or end-users; and/or\n (c) managing material risks and opportunities related to consumers and/or end-users.,,
39,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",,"The objective of this Disclosure Requirement is to enable an understanding of the extent to which the undertaking is using time-bound and outcome-oriented targets to drive and measure progress in addressing material negative impacts, and/or advancing positive impacts on consumers and/or end-users, and/or in managing material risks and opportunities related to consumers and/or end-users .",,
40,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",,"The summarised description of the targets to manage its material impacts, risks and opportunities related to consumers and/or end-users shall contain the information requirements defined in ESRS 2 MDR-T.",,
41,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",,"The undertaking shall disclose the process for setting the targets, including whether and how the undertaking engaged directly with consumers and/or end-users, their legitimate representatives, or with credible proxies that have insight into their situation in:\n (a) setting any such targets;\n (b) tracking the undertaking’s performance against them; and\n (c) identifying, if any, lessons or improvements as a result of the undertaking’s performance.",,MDR-T
AR42,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",Application Requirements,"When disclosing targets in relation to consumers and/or end-users, the undertaking may disclose:\n (a) the intended outcomes to be achieved in the lives of consumers and/or end-users, being as specific as possible;\n (b) their stability over time in terms of definitions and methodologies to enable comparability; and/or\n (c) references standards or commitments on which the targets are based are to be clearly defined in the reporting (for instance codes of conduct, sourcing policies, global frameworks or industry codes).",,narrative
AR43,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",Application Requirements,"Targets related to material risks and opportunities may be the same as or distinct from targets tied to material impacts. For example, a target to ensure equal access to finance for underserved consumers could both reduce discrimination impacts on those consumers and enlarge the undertaking’s pool of customers.",,
AR44,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",Application Requirements,"The undertaking may also distinguish between short, medium and long-term targets covering the same policy commitment. For example, the undertaking may have as a main objective to make its online services accessible to people with disabilities, with the longterm goal of having adapted 100% of its online services by 2025, and with the short-term objective of adding x number of accessible features every year up and until 2025",,
AR45,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",Application Requirements,"When modifying or replacing a target in the reporting period, the undertaking may explain the change by cross-referencing it to significant changes in the business model or to broader changes in the accepted standard or legislation from which the target is derived to provide contextual information as per ESRS 2 BP-2 Disclosures in relation to specific circumstances.",,
AR1,Appendix A: Application Requirements,Objective,"The undertaking may highlight special issues relevant to a material impact for a shorter period of time, for instance initiatives regarding the health and safety of consumers and/or end-users in relation to contamination of a product or severe breach of privacy due to a massive data leak.",,
AR2,Appendix A: Application Requirements,Objective,"The overview of social and human rights matters provided in paragraph 2 is not meant to imply that all of these issues should be disclosed in each Disclosure Requirement in this Standard. Rather, it provides a list of matters that the undertaking shall consider in its materiality assessment (ref. to ESRS 1 chapter 3 Double materiality as the basis for sustainability disclosures and ESRS 2 IRO-1) related to consumers and/or end-users and, subsequently, disclose as material impacts, risks and opportunities within the scope of this Standard.",,
AR3,Appendix A: Application Requirements,Disclosure Requirement related to ESRS 2 SBM-2 - Interests and views of stakeholders,"ESRS 2 SBM-2 requires the undertaking to provide an understanding of if and how it considers whether its strategy and business model play a role in creating, exacerbating or (conversely) mitigating significant material impacts on consumers and/or end-users, and whether and how the business model and strategy are adapted to address such material impacts.",,
AR4,Appendix A: Application Requirements,Disclosure Requirement related to ESRS 2 SBM-2 - Interests and views of stakeholders,"While consumers and/or end-users may not be engaging with the undertaking at the level of its strategy or business model, their views can inform the undertaking’s assessment of its strategy and business model. The undertaking may disclose the views of the (actual or potential) materially affected consumers and/or end-users’ legitimate representatives or those of credible proxies that have insight into their situation.",,
AR5,Appendix A: Application Requirements,"Disclosure Requirement related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and their interaction with strategy and business model","Impacts on consumers and/or end-users can originate in the undertaking’s business model or strategy in a number of different ways. For example, impacts may relate to the undertaking’s value proposition (for example, providing online platforms with potential for online and offline harm), its value chain (for example, speed in developing products or services, or delivering projects, with risks to health and safety), or its cost structure and the revenue model (for example, sales-maximising incentives that put consumers at risk).",,
AR6,Appendix A: Application Requirements,"Disclosure Requirement related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and their interaction with strategy and business model","Impacts on consumers and/or end-users that originate in the strategy or business model can also bring material risks to the undertaking. For example, if the undertaking’s business model is premised on incentivising its sales force to sell high volumes of a product or service (for example, credit cards or pain medicine) at speed, and this results in large- scale harm to consumers, the undertaking may face lawsuits and reputational damage affecting its future business and credibility.",,
AR7,Appendix A: Application Requirements,"Disclosure Requirement related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and their interaction with strategy and business model","Examples of particular characteristics of consumers and/or end-users that may be considered by the undertaking when responding to paragraph 11 include young consumers and/or end-users who may be more susceptible to impacts on their physical and mental development, or who lack financial literacy and may be more susceptible to exploitative sales or marketing practices. They may also include women in a context where women are routinely discriminated against in their access to particular services or in the marketing of particular products",,
AR8,Appendix A: Application Requirements,"Disclosure Requirement related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and their interaction with strategy and business model","With regard to paragraph 12, the risks could arise because of the undertaking’s dependency on consumers and/or end-users where low likelihood but high impact events may trigger financial effects, for example, where a global pandemic leads to severe impacts on certain consumers’ livelihoods resulting in major changes in patterns of consumption.",,
AR9,Appendix A: Application Requirements,Disclosure Requirement S4-1 - Policies related to consumers and end-users,"The description shall include the key information necessary to ensure a faithful representation of the policies in relation to consumers and end-users, and therefore, the undertaking shall consider explanations of significant changes to the policies adopted during the reporting year (for example, new expectations for business customers, new or additional approaches to due diligence and remedy).",,narrative
AR10,Appendix A: Application Requirements,Disclosure Requirement S4-1 - Policies related to consumers and end-users,"The policy may take the form of a stand-alone policy regarding consumers and/or end users or be included in a broader document such as a code of ethics or a general sustainability policy that has already been disclosed by the undertaking as part of another ESRS. In those cases, the undertaking shall provide an accurate cross-reference to identify the aspects of the policy that satisfy the requirements of this Disclosure Requirement.",,
AR11,Appendix A: Application Requirements,Disclosure Requirement S4-1 - Policies related to consumers and end-users,"In disclosing its alignment of its policies with the UN Guiding Principles on Business and Human Rights, the undertaking shall consider that the Guiding Principles refer to the International Bill of Human Rights, which consists of the Universal Declaration of Human Rights and the two Covenants that implement it, and may disclose its alignment with these instruments.",,
AR12,Appendix A: Application Requirements,Disclosure Requirement S4-1 - Policies related to consumers and end-users,"When disclosing how external facing policies are embedded, the undertaking may, for example, consider internal-facing sales and distribution policies and alignment with other policies relevant to consumers and/or end-users. The undertaking shall also consider its policies for safeguarding the veracity and usefulness of information provided to potential and actual consumers and/or end-users, both before and after sale",,
AR13,Appendix A: Application Requirements,Disclosure Requirement S4-1 - Policies related to consumers and end-users,"The undertaking may provide an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant, either because they are expected to implement them (for example, the undertaking’s employees, contractors and suppliers), or because they have a direct interest in their implementation (for example, own workers, investors). It may disclose communication tools and channels (for example, flyers, newsletters, dedicated websites, social media, face to face interactions, workers’ representatives), aimed at ensuring that the policy is accessible and that different audiences understand its implications. The undertaking may also explain how it identifies and removes potential barriers for dissemination, such as through translation into relevant languages or the use of graphic depictions.",,
AR14,Appendix A: Application Requirements,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts,"Credible proxies who have knowledge of the interests, experiences or perspectives of consumers and end-users could include national consumer protection bodies for some consumers.",,
AR15,Appendix A: Application Requirements,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts,"When describing which function or role has operational responsibility for such engagement and/or ultimate accountability, the undertaking may disclose whether this is a dedicated role or function or part of a broader role or function, and whether any capacity building activities have been offered to support the staff to undertake engagement. If it cannot identify such a position or function, it may state that this is the case. This disclosure could also be fulfilled by making reference to information disclosed according to ESRS 2 GOV-1 The role of the administrative, management and supervisory bodies.",,semi-narrative
AR16,Appendix A: Application Requirements,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts,"When preparing the disclosures described in paragraph 20 b) and c), the following illustrations may be considered:\n (a) for stage(s) at which engagement occurs, examples could be in determining mitigation approaches or in evaluating their effectiveness;\n (b) for type of engagement, these could be participation, consultation and/or information;\n (c) for the frequency of the engagement, information may be provided on whether engagement occurs on a regular basis, at certain points in a project or business process, as well as whether it occurs in response to legal requirements and/or in response to stakeholder requests and whether the result of the engagement is being integrated into the undertaking's decision-making processes; and\n (d) for the role with operational responsibility, whether the undertaking requires relevant staff to have certain skills, or whether it provides training or capacity building to relevant staff to undertake engagement.",,
AR17,Appendix A: Application Requirements,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts,"To illustrate how the perspectives of consumers and/or end-users have informed specific decisions or activities of the undertaking, the undertaking may provide examples from the current reporting period.",,
AR18,Appendix A: Application Requirements,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,"In fulfilling the requirements set out by the disclosure criteria of ESRS S4-3, the undertaking may be guided by the content of the UN Guiding Principles on Business and Human Rights and the OECD Guidelines for Multinational Enterprises focused on remediation and grievance mechanisms.",,
AR19,Appendix A: Application Requirements,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,"Channels for raising concerns or needs, include grievance mechanisms, hotlines, dialogue processes or other means through which consumers and/or end-users or their legitimate representatives can raise concerns about impacts or explain needs that they would like the undertaking to address. This could include channels provided by the undertaking directly and is to be disclosed in addition to any other mechanisms the undertaking may use to gain insight into the management of impacts on consumers and/or end-users, such as compliance audits. Where the undertaking is relying solely on information about the existence of such channels provided by its business relationships to answer this requirement, it may state that.",,
AR20,Appendix A: Application Requirements,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,"To provide greater insight into the information covered in ESRS S4-3, the undertaking may provide insight into whether and how consumers and/or end-users that may be affected are able to access channels at the level of the undertaking they are affected by, in relation to each material impact.",,
AR21,Appendix A: Application Requirements,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,"Third party mechanisms could include those operated by the government, NGOs, industry associations and other collaborative initiatives. With regard to the scope of these mechanisms, the undertaking may disclose whether these are accessible to all consumers and/or end-users who may be potentially or actually materially impacted by the undertaking, or individuals or organisations acting on their behalf or who are otherwise in a position to be aware of negative impacts, and through which consumers and/or end-users (or individuals or organisations acting on their behalf or who are otherwise in a position to be aware of negative impacts), can raise complaints or concerns related to the undertaking’s own activities",,
AR22,Appendix A: Application Requirements,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,"In relation to the protection of individuals that use the mechanisms against the retaliation, the undertaking may describe whether it treats grievances confidentially and with respect to the rights of privacy and data protection; and whether they allow for consumer and/or endusers to use them anonymously (for example, through representation by a third party).",,semi-narrative
AR23,Appendix A: Application Requirements,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,"In disclosing whether and how the undertaking knows that consumers and/or end-users are aware of and trust any of these channels, the undertaking may provide relevant and reliable data about the effectiveness of these channels from the perspective of consumers and/or end-users themselves. Examples of sources of information are surveys of consumers and/or end-users that have used such channels and their levels of satisfaction with the process and outcomes. To illustrate the usage level of such channels, the undertaking may disclose the number of complaints received from consumers and/or endusers during the reporting period.",,
AR24,Appendix A: Application Requirements,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns,"In describing the effectiveness of channels for consumers and/or end-users to raise concerns, the undertaking may be guided by the following questions, based on the “effectiveness criteria for nonjudicial grievance mechanisms”, as laid out in the UN Guiding Principles on Business and Human Rights. The below considerations may be applied on an individual channel basis or for the collective system of channels:\n (a) do the channels hold legitimacy by providing appropriate accountability for their fair conduct and building stakeholder trust?\n (b) are the channels known and accessible to stakeholders?\n (c) do the channels have known procedures, set timeframes and clarity on the processes?\n (d) do the channels ensure reasonable access to sources of information, advice and expertise?\n (e) do the channels offer transparency by providing sufficient information both to complainants and where applicable, to meet any public interest at stake?\n (f) do the outcomes achieved from the channels accord with internationally recognised human rights?\n (g) does the undertaking identify insights from the channels that support continuous learning in both improving the channels and preventing future impacts?\n (h) does the undertaking focus on dialogue with complainants as the means to reach agreed solutions, rather than seeking to unilaterally determine the outcome? For more information, see Principle 31 of the UN Guiding Principles on Business and Human Rights.",,
AR25,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","It may take time to understand negative impacts and how the undertaking may be involved with them through its downstream value chain, as well as to identify appropriate responses and put them into practice). Therefore, the undertaking shall consider:\n (a) Its general and specific approaches to addressing material negative impacts;\n (b) its initiatives aimed at contributing to additional material positive impacts;\n (c) how far it has progressed in its efforts during the reporting period; and (d) its aims for continued improvement.",,narrative
AR26,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","Appropriate action can vary according to whether the undertaking causes or contributes to a material impact, or whether the material impact is directly linked to its own operations, products or services through a business relationship.",,
AR27,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","Given that material negative impacts affecting consumers and/or end-users that have occurred during the reporting period may also be linked to entities or operations outside its direct control, the undertaking may disclose whether and how it seeks to use leverage with relevant business relationships to manage those impacts. This may include using commercial leverage (for example, enforcing contractual requirements with business relationships or implementing incentives), other forms of leverage within the relationship (such as providing training or capacity-building on proper product use or sale practices to business relationships) or collaborative leverage with peers or other actors (such as initiatives aimed at responsible marketing or product safety).",,narrative
AR28,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","When the undertaking discloses its participation in an industry or multi-stakeholder initiative as part of its actions to address material negative impacts, the undertaking may disclose how the initiative, and its own involvement, is aiming to address the material impact concerned. It may disclose under ESRS S4-5 the relevant targets set by the initiative and progress towards them",,narrative
AR29,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","When disclosing whether and how it considers actual and potential impacts on consumers and/or end-users in decisions to terminate business relationships and whether and how it seeks to address any negative impacts that may result from termination, the undertaking may include examples.",,
AR30,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","In disclosing how it tracks the effectiveness of actions to manage material impacts during the reporting period, the undertaking may disclose any lessons learned from the previous and current reporting periods",,
AR31,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","Processes used to track the effectiveness of actions can include internal or external auditing or verification, court proceedings and/or related court decisions, impact assessments, measurement systems, stakeholder feedback, grievance mechanisms, external performance ratings, and benchmarking.",,
AR32,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",Reporting on effectiveness is aimed at enabling the understanding of the links between actions taken by the undertaking and the effective management of impacts.,,
AR33,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","With regard to initiatives or processes the undertaking has in place that are based on affected consumers and/or end-users’ needs and their level of implementation, the undertaking may disclose:\n (a) information about whether and how consumers and/or end-users and legitimate representatives or their credible proxies play a role in decisions regarding the design and implementation of these programmes or processes; and\n (b) information about the intended or achieved positive outcomes for consumers and/or end- users of these programmes or processes.",,
AR34,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","The undertaking may disclose whether any initiatives or processes whose primary aim is to deliver positive impacts for consumers and/or end-users are designed to also support the achievement of one or more of the UN Sustainable Development Goals (SDGs). For example, through a commitment to advance UN SDG 3 to “ensure healthy lives and promote well-being for all at all ages” the undertaking may be actively working to make its products less addictive and harmful to physical and psychological health.",,narrative
AR35,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","When disclosing the intended positive outcomes of its actions for consumers and/or endusers a distinction is to be made between evidence of certain activities having occurred (for example, that x number of consumers have received information about healthy eating habits) from evidence of actual outcomes for consumers and/or end-users (for example, that x number of consumers have adopted healthier eating habits).",,semi-narrative
AR36,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","When disclosing whether initiatives or processes also play a role in mitigating material negative impacts, the undertaking may, for example, consider programmes that aim to support heightened awareness of the risk of online scams, leading to a reduction in the number of cases of end-users experiencing breaches of data privacy.",,narrative
AR37,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","When disclosing the material risks and opportunities related to the undertaking’s impacts or dependencies on consumers and/or end-users, the undertaking may consider the following:\n (a) risks related to the undertaking’s impacts on consumers and/or end-users may include reputational or legal exposure where poorly designed or defective products result in injuries or deaths;\n (b) risks related to the undertaking’s dependencies on consumers and/or end-users may include the loss of business continuity where an economic crisis makes consumers unable to afford certain products or services;\n (c) business opportunities related to the undertaking’s impacts on consumers and/or endusers may include market differentiation and greater customer appeal from offering safe products or privacy-respecting services; and\n (d) business opportunities related to the undertaking’s dependencies on consumers and/or end-users may include the achievement of a loyal future consumer base by ensuring, for example, that LGBTQI people are respected and that the undertaking’s selling practices do not exclude such people from the products or services it offers.",,
AR38,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","When disclosing whether dependencies turn into risks, the undertaking shall consider external developments.",,
AR39,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","When disclosing policies, action and resources and targets related to the management of material risks and opportunities, in cases where risks and opportunities arise from a material impact, the undertaking may cross-reference its disclosures on policies, action and resources and targets in relation to that impact.",,
AR40,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions",The undertaking shall consider the extent to which its processes to manage material risks related to consumers and/or end-users are integrated into its existing risk management processes and how.,,
AR41,Appendix A: Application Requirements,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end- users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions","When disclosing the resources allocated to the management of material impacts, the undertaking may disclose which internal functions are involved in managing the impacts and what types of action they take to address negative and advance positive impacts.",,narrative
AR42,Appendix A: Application Requirements,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities","When disclosing targets in relation to consumers and/or end-users, the undertaking may disclose:\n (a) the intended outcomes to be achieved in the lives of consumers and/or end-users, being as specific as possible;\n (b) their stability over time in terms of definitions and methodologies to enable comparability; and/or\n (c) references standards or commitments on which the targets are based are to be clearly defined in the reporting (for instance codes of conduct, sourcing policies, global frameworks or industry codes).",,narrative
AR43,Appendix A: Application Requirements,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities","Targets related to material risks and opportunities may be the same as or distinct from targets tied to material impacts. For example, a target to ensure equal access to finance for underserved consumers could both reduce discrimination impacts on those consumers and enlarge the undertaking’s pool of customers.",,
AR44,Appendix A: Application Requirements,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities","The undertaking may also distinguish between short, medium and long-term targets covering the same policy commitment. For example, the undertaking may have as a main objective to make its online services accessible to people with disabilities, with the longterm goal of having adapted 100% of its online services by 2025, and with the short-term objective of adding x number of accessible features every year up and until 2025",,
AR45,Appendix A: Application Requirements,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities","When modifying or replacing a target in the reporting period, the undertaking may explain the change by cross-referencing it to significant changes in the business model or to broader changes in the accepted standard or legislation from which the target is derived to provide contextual information as per ESRS 2 BP-2 Disclosures in relation to specific circumstances.",,
