paragraphId,chapterTitle,subChapterTitle,content,,dataType
AR30,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"Given that material negative impacts affecting value chain workers that have occurred during the reporting period may also be linked to entities or operations outside its direct control, the undertaking may disclose whether and how it seeks to use its leverage in its business relationships to manage those impacts. This may include using commercial leverage (for example, enforcing contractual requirements with business relationships or implementing incentives), other forms of leverage within the relationship (such as providing training or capacity-building on workers’ rights to entities with which the undertaking has a business relationships) or collaborative leverage with peers or other actors (such as initiatives aimed at responsible recruitment or ensuring workers receive an adequate wage).",,narrative
AR31,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"When the undertaking discloses its participation in an industry or multi-stakeholder initiative as part of its actions to address material negative impacts, the undertaking may disclose how the initiative, and its own involvement, is aiming to address the material impact concerned. It may disclose under ESRS S2-5 the relevant targets set by the initiative and progress towards them.",,narrative
AR32,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"When disclosing whether and how the undertaking considers actual and potential impacts on value chain workers in decisions to terminate business relationships and whether and how it seeks to address any negative impacts that may result from termination, the undertaking may include examples.",,
AR33,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"In disclosing how it tracks the effectiveness of its actions to manage material impacts during the reporting period, the undertaking may disclose any lessons learned from the previous and current reporting periods.",,
AR34,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"Processes used to track the effectiveness of actions can include internal or external auditing or verification, court proceedings and/or related court decisions, impact assessments, measurement systems, stakeholder feedback, grievance mechanisms, external performance ratings, and benchmarking.",,
AR35,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"Reporting on effectiveness is aimed at enabling the understanding of the links between actions taken by the undertaking and the effective management of impacts. For example, to show the effectiveness of its actions to support its suppliers with improving their working conditions, the undertaking may disclose survey feedback from the suppliers’ workers showing that working conditions have improved since the time the undertaking began working with those suppliers. Additional information that the undertaking may provide includes data showing a decrease in the number of incidents identified through for instance, independent audits.",,
AR36,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"With regard to initiatives or processes the undertaking has in place that are based on affected workers’ needs and with regard to progress in the implementation of such initiatives or processes, the undertaking may disclose:\n (a) information about whether and how value chain workers and legitimate representatives or their credible proxies play a role in decisions regarding the design and implementation of these programmes or processes; and\n (b) information about the intended or achieved positive outcomes for value chain workers of these initiatives or processes.",,narrative
AR37,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"The undertaking may disclose whether any initiatives or processes whose primary aim is to deliver positive impacts for value chain workers are designed also to support the achievement of one or more of the UN Sustainable Development Goals (SDGs). For example, through a commitment to advance UN SDG 8 to “promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all” the undertaking may be providing capacity-building to smallholders in its supply chain, resulting 15 in increases in their income; or it may be supporting training to increase the proportion of women able to take delivery jobs in its downstream value chain",,semi-narrative
AR38,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"When disclosing the intended or achieved positive outcomes of its actions for value chain workers a distinction is to be made between evidence of certain activities having occurred (e.g., that x number of workers have received financial literacy training) from evidence of actual outcomes for workers (e.g., that x workers report that they are able to better manage their household budgets so as to meet their savings goals).",,
AR39,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"When disclosing whether initiatives or processes also play a role in mitigating material negative impacts, the undertaking may e.g., consider programmes that aim to advance women workers’ financial literacy that have resulted in more women being promoted as well as in reports of reduced sexual harassment in the workplace.",,
AR40,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"When disclosing the material risks and opportunities related to the undertaking’s impacts or dependencies on value chain workers, the undertaking may consider the following:\n (a) risks related to the undertaking’s impacts on value chain workers may include the reputational or legal exposure wh\n (b) risks related to the undertaking’s dependencies on value chain workers may include disruption of business operations where a pandemic closes significant parts of its supply chain or distribution network;\n (c) opportunities related to the undertaking’s impacts on value chain workers may include market differentiation and greater customer appeal from guaranteeing decent pay and conditions for non-employee workers; and\n (d) business opportunities related to the undertaking’s dependencies on value chain workers might include the achievement of a future sustainable supply of a commodity by ensuring smallholder farmers earn enough to persuade future generations to keep farming that crop.",,
AR41,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"When disclosing whether dependencies turn into risks, the undertaking shall consider external developments.",,
AR42,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"When disclosing policies, actions and resources and targets related to the management of material risks and opportunities, in cases where risks and opportunities arise from a material impact, the undertaking may cross-reference its disclosures on policies, action and resources and targets in relation to that impact.",,
AR43,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,The undertaking shall consider whether and how its process(es) to manage material risks related to value chain workers are integrated into its existing risk management process(es).,,narrative
AR44,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",Application Requirements,"When disclosing the resources allocated to the management of material impacts, the undertaking may disclose which internal functions are involved in managing the impacts and what types of action they take to address negative and advance positive impacts.",,narrative
39,"Disclosure Requirement S2-5 – Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",,The undertaking shall disclose the time-bound and outcome-oriented targets it may have set related to:\n (a) reducing negative impacts on value chain workers; and/or\n (b) advancing positive impacts on value chain workers; and/or\n (c) managing material risks and opportunities related to value chain workers.,,
40,"Disclosure Requirement S2-5 – Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",,"The objective of this Disclosure Requirement is to enable an understanding of the extent to which the undertaking is using time-bound and outcome-oriented targets to drive and measure its progress in addressing material negative impacts, and/or advancing positive impacts on value chain workers, and/or in managing material risks and opportunities related to value chain workers.",,
41,"Disclosure Requirement S2-5 – Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",,"The summarised description of the targets to manage its material impacts, risks and opportunities related to value chain workers shall contain the information requirements defined in ESRS 2 MDR-T.",,MDR-T
42,"Disclosure Requirement S2-5 – Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",,"The undertaking shall disclose the process for setting the targets, including whether and how the undertaking engaged directly with workers in the value chain, their legitimate representatives, or with credible proxies that have insight into their situation in:\n (a) setting any such targets;\n (b) tracking the undertaking’s performance against them; and\n (c) identifying any lessons or improvements as a result of the undertaking’s performance.",,narrative
AR45,"Disclosure Requirement S2-5 – Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",Application Requirements,"When disclosing information about targets in accordance with paragraph 39, the undertaking may disclose:\n (a) the intended outcomes to be achieved in the lives of value chain workers, being as specific as possible;\n (b) the stability of the targets over time in terms of definitions and methodologies to enable comparability over time;\n (c) the standards or commitments on which the targets are based (for instance codes of conduct, sourcing policies, global frameworks or industry codes).",,narrative
AR46,"Disclosure Requirement S2-5 – Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",Application Requirements,"Targets related to material risks and opportunities may be the same as or distinct from targets related to material impacts. For example, a target to reach living wages for supply chain workers could both reduce impacts on those workers and reduce associated risks in terms of the quality and reliability of supply.",,
AR47,"Disclosure Requirement S2-5 – Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",Application Requirements,"The undertaking may also distinguish between short-, medium- and long-term targets covering the same policy commitment. For example, the undertaking may have a longterm target to achieve an 80% reduction in health and safety incidents affecting the workers of a given supplier by 2030 and a near-term target to reduce their overtime hours of delivery drivers by x% while maintaining their income by 2024.",,
AR48,"Disclosure Requirement S2-5 – Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",Application Requirements,"When modifying or replacing a target in the reporting period, the undertaking may explain the change by cross-referencing it to significant changes in the business model or to broader changes in the accepted standard or legislation from which the target is derived to provide contextual information, as per ESRS 2 BP-2 Disclosures in relation to specific circumstances.",,
AR1,Appendix A: Application Requirements,Objective,"In addition to the issues listed in paragraph 2, the undertaking may also consider disclosing information about other issues relevant to a material impact for a shorter period of time, for instance initiatives regarding the health and safety of value chain workers during a pandemic",,
AR2,Appendix A: Application Requirements,Objective,"The overview of social and human rights matters provided in paragraph 2 is not meant to imply that all of these issues should be disclosed in each Disclosure Requirement in this Standard. Rather, it provides a list of matters that the undertaking shall consider in its materiality assessment (ref. to ESRS 1 chapter 3 Double materiality as the basis for sustainability disclosures and ESRS 2 IRO-1) related to value chain workers and, as appropriate, disclose as material impacts, risks and opportunities within the scope of this Standard.",,
AR3,Appendix A: Application Requirements,Objective,"Examples of workers that fall within the scope of this Standard are:\n (a) workers of outsourced services working in the workplace of the undertaking (e.g., third party catering or security workers);\n (b) workers of a supplier contracted by the undertaking who work on the supplier’s premises using the supplier’s work methods;\n (c) workers for a ‘downstream’ entity which purchases goods or services from the undertaking;\n (d) workers of an equipment supplier to the undertaking who, at a workplace controlled by the undertaking, perform regular maintenance on the supplier’s equipment (e.g., 10 photocopier) as stipulated in the contract between the equipment supplier and the undertaking; and\n (e) workers deeper in the supply chain who are extracting commodities that are then processed into components that go in the undertaking’s products.",,
AR4,Appendix A: Application Requirements,Disclosure Requirement related to ESRS 2 SBM-2 - Interests and views of stakeholders,"Disclosure Requirement ESRS 2 SBM-2 requires the undertaking to provide an understanding of whether and how it considers the role that its strategy and business model may play in creating, exacerbating or mitigating significant material impacts on value chain workers, and whether and how the business model and strategy are adapted to address such material impacts.",,
AR5,Appendix A: Application Requirements,Disclosure Requirement related to ESRS 2 SBM-2 - Interests and views of stakeholders,"While value chain workers may not be engaging with the undertaking at the level of its strategy or business model, their views can inform the undertaking’s assessment of its strategy and business model. The undertaking may disclose the views of the value chain workers and value chain workers’ representatives.",,
AR6,Appendix A: Application Requirements,"Disclosure Requirement related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and their interaction with strategy and business model","Impacts on value chain workers can originate in the undertaking’s strategy or business model in a number of different ways. For example, impacts may relate to the undertaking’s value proposition (such as providing lowest cost products or services, or high-speed delivery, in ways that put pressure on labour rights in the upstream and downstream value chains), its value chain (such as relying on commodities of unclear provenance, without visibility on impacts on workers), or its cost structure and the revenue model (e.g. shifting inventory risk to suppliers, with knock-on effects on the labour rights of their workers).",,
AR7,Appendix A: Application Requirements,"Disclosure Requirement related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and their interaction with strategy and business model","Impacts on value chain workers that originate in the strategy or the business model can also bring material risks to the undertaking. For example, in the context of a pandemic or other severe health crisis, undertakings that rely on contingent labour with little to no access to sick care and health benefits may face severe operational and business continuity risks as workers have no choice but to keep working while sick, further exacerbating the spread of the disease and causing major supply chain breakdowns. Another example is where selling goods premised on cheapest prices for customers create operational risks as suppliers under extreme price pressure may sub-contract production, leading to lower quality, and a longer, less transparent, and less controllable supply chain. Reputational and business opportunity risks linked to the exploitation of low-skilled, low-paid workers in sourcing geographies with minimal protections for them are also increasing with media backlash and consumer preferences moving to more ethically sourced or sustainable goods.",,
AR8,Appendix A: Application Requirements,"Disclosure Requirement related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and their interaction with strategy and business model","Examples of particular characteristics of value chain workers that may be considered by the undertaking when responding to paragraph 12 relate to young workers that may be more susceptible to impacts on their physical and mental development, or women workers in a context where women are routinely discriminated against in the terms and conditions of work, or migrant workers in a context where the market for the supply of labour is poorly regulated and workers are routinely charged recruitment fees. For some workers, the inherent nature of the activity that they are required to undertake may put them at risk (e.g., workers required to handle chemicals or operate certain equipment or low paid workers who are on “zero hours” contracts).",,
AR9,Appendix A: Application Requirements,"Disclosure Requirement related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and their interaction with strategy and business model","With regard to paragraph 13, material risks could also arise because of the undertaking’s dependency on value chain workers where low likelihood but high impact events may trigger financial effects; for example, where a global pandemic leads to severe health impacts on workers at all stages of the value chain resulting in major disruptions to production and distribution. Other examples of risk related to the undertaking’s dependency on value chain workers include a shortage in skilled workers or political decisions or legislation affecting value chain workers working for logistics providers. For example, if some workers in the undertaking’s value chain are at risk of forced labour, and the undertaking is importing products into countries where the law allows for the confiscation of imported goods that are suspected of being made with forced labour.",,
AR10,Appendix A: Application Requirements,Disclosure Requirement S2-1 – Policies related to value chain workers,"If the policies are limited to the undertaking’s own workforce and do not cover workers in upstream and downstream entities and relationships, they shall be disclosed under ESRS S1 and not in relation to this requirement.",,
AR11,Appendix A: Application Requirements,Disclosure Requirement S2-1 – Policies related to value chain workers,"If the disclosures under ESRS S1 include information relevant for workers in the value chain, a reference to this can be made here; disclosures on the remaining elements shall then be fulfilled under this Disclosure Requirement.",,
AR12,Appendix A: Application Requirements,Disclosure Requirement S2-1 – Policies related to value chain workers,"The undertaking may disclose explanations of significant changes to the policies adopted during the reporting year (e.g., new expectations for suppliers, new or additional approaches to due diligence and remedy).",,narrative
AR13,Appendix A: Application Requirements,Disclosure Requirement S2-1 – Policies related to value chain workers,"The policy may take the form of a stand-alone policy regarding value chain workers or be included in a broader document such as a code of ethics or a general sustainability policy that has already been disclosed by the undertaking as part of another ESRS. In those cases, the undertaking shall provide an accurate cross-reference to identify the aspects of the policy that satisfy the requirements of this Disclosure Requirement.",,
AR14,Appendix A: Application Requirements,Disclosure Requirement S2-1 – Policies related to value chain workers,"When disclosing the alignment of its policies with the UN Guiding Principles on Business and Human Rights, the undertaking shall consider that the Guiding Principles refer to the International Bill of Rights, which consist of the Universal Declaration of Human Rights and the two Covenants that implement it, as well as the International Labour Organisation’s Declaration on Fundamental Rights and Principles at Work and the core conventions that underpin it, and may disclose its alignment with these instruments.",,
AR15,Appendix A: Application Requirements,Disclosure Requirement S2-1 – Policies related to value chain workers,"When disclosing how external-facing policies are embedded, the undertaking may, for example, consider internal policies of responsible sourcing, and alignment with other policies relevant to value chain workers, for example, regarding forced labour. With regard to supplier codes of conduct that the undertaking may have, the summary shall indicate whether they include provisions addressing the safety of workers, precarious work (for example, the use of workers on short-term or limited hours contracts, workers employed via third parties, sub-contracting to third parties or use of informal workers), human trafficking, the use of forced labour or child labour, and whether such provisions are fully in line with applicable ILO standards.",,
AR16,Appendix A: Application Requirements,Disclosure Requirement S2-1 – Policies related to value chain workers,"The undertaking may provide an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant, either because they are expected to implement them (for example, the undertaking’s employees, contractors and suppliers), or because they have a direct interest in their implementation (for example, own workers, investors). It may disclose communication tools and channels (for example, flyers, newsletters, dedicated websites, social media, face to face interactions, workers’ representatives), aimed at ensuring that the policy is accessible and that different audiences understand its implications. The undertaking may also explain how it identifies 12 and removes potential barriers for dissemination, such as through translation into relevant languages or the use of graphic depictions.",,
AR17,Appendix A: Application Requirements,Disclosure Requirement S2-2 – Processes for engaging with value chain workers about impacts,"When describing which function or role has operational responsibility for such engagement and/or ultimate accountability, the undertaking may disclose whether this is a dedicated role or function or part of a broader role or function, and whether any capacity building activities have been offered to support the staff to undertake engagement. If it cannot identify such a position or function, it may state that this is the case. This disclosure could also be fulfilled by making reference to information disclosed according to ESRS 2 GOV-1 The role of the administrative, management and supervisory bodies",,semi-narrative
AR18,Appendix A: Application Requirements,Disclosure Requirement S2-2 – Processes for engaging with value chain workers about impacts,"When preparing the disclosures described in paragraph 22 b) and c), the following illustrations may be considered:\n (a) examples of stages at which engagement occurs are i) determining the approach to mitigation and ii) evaluation the effectiveness of mitigation;\n (b) for type of engagement, these could be participation, consultation and/or information;\n (c) for the frequency of the engagement, information may be provided on whether engagement occurs on a regular basis, at certain points in a project or business process, for example, when a new harvest season begins or a new production line is opened, as well as whether it occurs in response to legal requirements and/or in response to stakeholder requests and whether the result of the engagement is being integrated into the undertaking's decision- making processes; and\n (d) for the role with operational responsibility, whether the undertaking requires relevant staff to have certain skills, or whether it provides training or capacity building to relevant staff to undertake engagement",,
AR19,Appendix A: Application Requirements,Disclosure Requirement S2-2 – Processes for engaging with value chain workers about impacts,Global Framework Agreements (GFA) serve to establish an ongoing relationship between a multinational enterprise and a Global Union Federation to ensure that the undertaking adheres to the same standards in every country in which it operates.,,
AR20,Appendix A: Application Requirements,Disclosure Requirement S2-2 – Processes for engaging with value chain workers about impacts,"To illustrate how the perspectives of value chain workers have informed specific decisions or activities of the undertaking, the undertaking may provide examples from the current reporting period.",,
AR21,Appendix A: Application Requirements,Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,"In fulfilling the requirements set out by Disclosure Requirement ESRS S2-3, the undertaking may be guided by the content of the UN Guiding Principles on Business and Human Rights and the OECD Guidelines for Multinational Enterprises focused on remediation and grievance mechanisms.",,
AR22,Appendix A: Application Requirements,Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,"Channels for raising concerns or needs include grievance mechanisms, hotlines, trade unions (where workers are unionised), dialogue processes or other means through which value chain workers or their legitimate representatives can raise concerns about impacts or explain needs that they would like the undertaking to address. This could include both channels provided by the undertaking directly and channels provided by the entities where the value chain workers are working, in addition to any other mechanisms the undertaking may use to gain insight into the management of impacts on workers, such as compliance audits. Where the undertaking is relying solely on information about the existence of such 13 channels provided by its business relationships to answer this requirement, it may state that.",,
AR23,Appendix A: Application Requirements,Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,"To provide greater insight into the information covered in Disclosure Requirement ESRS S2- 3, the undertaking may explain whether and how value chain workers that may be affected are able to access channels at the level of the undertaking they are employed by, or contracted to work for, in relation to each material impact.",,
AR24,Appendix A: Application Requirements,Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,"Third party mechanisms could include those operated by the government, NGOs, industry associations and other collaborative initiatives. The undertaking may disclose whether these are accessible to all workers who may be potentially or actually materially impacted by the undertaking, or individuals or organisations acting on their behalf or who are otherwise in a position to be aware of negative impacts.",,
AR25,Appendix A: Application Requirements,Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,"In relation to the protection of individuals that use the mechanisms against the retaliation, the undertaking may describe whether it treats grievances confidentially and with respect to the rights of privacy and data protection; and whether the mechanisms allow for workers to use them anonymously (for example, through representation by a third party).",,semi-narrative
AR26,Appendix A: Application Requirements,Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,"In disclosing whether and how the undertaking knows that value chain workers are aware of and trust any of these channels, the undertaking may provide relevant and reliable data about the effectiveness of these channels from the perspective of value chain workers themselves. Examples of sources of information are surveys of workers that have used such channels and their levels of satisfaction with the process and outcomes.",,
AR27,Appendix A: Application Requirements,Disclosure Requirement S2-3 – Processes to remediate negative impacts and channels for value chain workers to raise concerns,"In describing the effectiveness of channels for value chain workers to raise concerns, the undertaking may be guided by the following questions, based on the “effectiveness criteria for non-judicial grievance mechanisms”, as laid out in the UN Guiding Principles on Business and Human Rights, in particular Principle 31. The below considerations may be applied to individual channels or to a collective system of channels:\n (a) do the channels hold legitimacy by providing appropriate accountability for their fair conduct and building stakeholder trust?\n (b) are the channels known and accessible to stakeholders?\n (c) do the channels have clear and known procedures, with indicative timeframes?\n (d) do the channels ensure reasonable access for stakeholders to sources of information, advice and expertise?\n (e) do the channels offer transparency by providing sufficient information both to complainants and, where applicable, to meet any public interest?\n (f) do outcomes achieved through the channels accord with internationally recognised human rights?\n (g) does the undertaking identify insights from the channels that support continuous learning in both improving the channels and preventing future impacts?\n (h) does the undertaking focus on dialogue with complainants as the means to reach agreed solutions, rather than seeking to unilaterally determine the outcome?",,
AR28,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","It may take time to understand negative impacts and how the undertaking may be involved with them through its value chain, as well as to identify appropriate responses and put them into practice. Therefore, the undertaking shall consider:\n (a) its general and specific approaches to addressing material negative impacts;\n (b) its initiatives aimed at contributing to additional material positive impacts;\n (c) how far it has progressed in its efforts during the reporting period; and (d) its aims for continued improvement.",,narrative
AR29,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","Appropriate action can vary according to whether the undertaking causes or contributes to a material impact or whether the material impact is directly linked to its own operations, products or services through a business relationship.",,
AR30,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","Given that material negative impacts affecting value chain workers that have occurred during the reporting period may also be linked to entities or operations outside its direct control, the undertaking may disclose whether and how it seeks to use its leverage in its business relationships to manage those impacts. This may include using commercial leverage (for example, enforcing contractual requirements with business relationships or implementing incentives), other forms of leverage within the relationship (such as providing training or capacity-building on workers’ rights to entities with which the undertaking has a business relationships) or collaborative leverage with peers or other actors (such as initiatives aimed at responsible recruitment or ensuring workers receive an adequate wage).",,narrative
AR31,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","When the undertaking discloses its participation in an industry or multi-stakeholder initiative as part of its actions to address material negative impacts, the undertaking may disclose how the initiative, and its own involvement, is aiming to address the material impact concerned. It may disclose under ESRS S2-5 the relevant targets set by the initiative and progress towards them.",,narrative
AR32,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","When disclosing whether and how the undertaking considers actual and potential impacts on value chain workers in decisions to terminate business relationships and whether and how it seeks to address any negative impacts that may result from termination, the undertaking may include examples.",,
AR33,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","In disclosing how it tracks the effectiveness of its actions to manage material impacts during the reporting period, the undertaking may disclose any lessons learned from the previous and current reporting periods.",,
AR34,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","Processes used to track the effectiveness of actions can include internal or external auditing or verification, court proceedings and/or related court decisions, impact assessments, measurement systems, stakeholder feedback, grievance mechanisms, external performance ratings, and benchmarking.",,
AR35,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","Reporting on effectiveness is aimed at enabling the understanding of the links between actions taken by the undertaking and the effective management of impacts. For example, to show the effectiveness of its actions to support its suppliers with improving their working conditions, the undertaking may disclose survey feedback from the suppliers’ workers showing that working conditions have improved since the time the undertaking began working with those suppliers. Additional information that the undertaking may provide includes data showing a decrease in the number of incidents identified through for instance, independent audits.",,
AR36,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","With regard to initiatives or processes the undertaking has in place that are based on affected workers’ needs and with regard to progress in the implementation of such initiatives or processes, the undertaking may disclose:\n (a) information about whether and how value chain workers and legitimate representatives or their credible proxies play a role in decisions regarding the design and implementation of these programmes or processes; and\n (b) information about the intended or achieved positive outcomes for value chain workers of these initiatives or processes.",,narrative
AR37,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","The undertaking may disclose whether any initiatives or processes whose primary aim is to deliver positive impacts for value chain workers are designed also to support the achievement of one or more of the UN Sustainable Development Goals (SDGs). For example, through a commitment to advance UN SDG 8 to “promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all” the undertaking may be providing capacity-building to smallholders in its supply chain, resulting 15 in increases in their income; or it may be supporting training to increase the proportion of women able to take delivery jobs in its downstream value chain",,semi-narrative
AR38,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","When disclosing the intended or achieved positive outcomes of its actions for value chain workers a distinction is to be made between evidence of certain activities having occurred (e.g., that x number of workers have received financial literacy training) from evidence of actual outcomes for workers (e.g., that x workers report that they are able to better manage their household budgets so as to meet their savings goals).",,
AR39,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","When disclosing whether initiatives or processes also play a role in mitigating material negative impacts, the undertaking may e.g., consider programmes that aim to advance women workers’ financial literacy that have resulted in more women being promoted as well as in reports of reduced sexual harassment in the workplace.",,
AR40,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","When disclosing the material risks and opportunities related to the undertaking’s impacts or dependencies on value chain workers, the undertaking may consider the following:\n (a) risks related to the undertaking’s impacts on value chain workers may include the reputational or legal exposure wh\n (b) risks related to the undertaking’s dependencies on value chain workers may include disruption of business operations where a pandemic closes significant parts of its supply chain or distribution network;\n (c) opportunities related to the undertaking’s impacts on value chain workers may include market differentiation and greater customer appeal from guaranteeing decent pay and conditions for non-employee workers; and\n (d) business opportunities related to the undertaking’s dependencies on value chain workers might include the achievement of a future sustainable supply of a commodity by ensuring smallholder farmers earn enough to persuade future generations to keep farming that crop.",,
AR41,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","When disclosing whether dependencies turn into risks, the undertaking shall consider external developments.",,
AR42,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","When disclosing policies, actions and resources and targets related to the management of material risks and opportunities, in cases where risks and opportunities arise from a material impact, the undertaking may cross-reference its disclosures on policies, action and resources and targets in relation to that impact.",,
AR43,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions",The undertaking shall consider whether and how its process(es) to manage material risks related to value chain workers are integrated into its existing risk management process(es).,,narrative
AR44,Appendix A: Application Requirements,"Disclosure Requirement S2-4 – Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions","When disclosing the resources allocated to the management of material impacts, the undertaking may disclose which internal functions are involved in managing the impacts and what types of action they take to address negative and advance positive impacts.",,narrative
